yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
193901,12.30,0.5133,0.6633,0.6142181413,0.0003,0.0301,0.0512,0.0249,-0.0036005099,0.0000250000,0.0000000000,0.0059,0.0022,0.0072954961,0.0043106526,-0.070506,-0.071314
193902,12.70,0.5167,0.6867,0.5994568907,0.0003,0.0300,0.0505,0.0245,0.0006158582,0.0000250000,-0.0071428571,0.0080,0.0064,0.0032916439,0.0026295286,0.039292,0.034357
193903,10.98,0.5200,0.7100,0.6606492718,0.0003,0.0299,0.0489,0.0237,-0.0012601770,0.0000250000,0.0000000000,0.0125,0.0022,0.0085387031,0.0027148950,-0.134821,-0.138171
193904,10.92,0.5233,0.7267,0.6784545879,0.0003,0.0302,0.0515,0.0229,-0.0018830572,0.0000250000,-0.0071942446,0.0118,0.0064,0.0092032923,0.0041232361,-0.006611,-0.007842
193905,11.60,0.5267,0.7433,0.6303372413,0.0003,0.0297,0.0507,0.0217,-0.0023536426,0.0000250000,0.0000000000,0.0171,0.0049,0.0035590915,0.0036146113,0.069557,0.063460
193906,10.86,0.5300,0.7600,0.6667687361,0.0003,0.0292,0.0491,0.0221,-0.0000854470,0.0000250000,0.0000000000,-0.0027,0.0035,0.0032023428,0.0041623590,-0.061810,-0.065748
193907,12.04,0.5400,0.7767,0.6079854809,0.0004,0.0289,0.0484,0.0213,-0.0015612326,0.0000333333,0.0000000000,0.0113,-0.0007,0.0043046092,0.0036497651,0.111310,0.110355
193908,11.18,0.5500,0.7933,0.6480172606,0.0005,0.0293,0.0485,0.0231,-0.0030049868,0.0000416667,0.0000000000,-0.0201,-0.0392,0.0071372431,0.0076878347,-0.067551,-0.073025
193909,13.02,0.5600,0.8100,0.5800479489,0.0014,0.0325,0.0500,0.0278,-0.0021082283,0.0001166667,0.0217391304,-0.0545,0.0151,0.0156839071,0.0070891874,0.181167,0.177572
193910,12.83,0.5800,0.8400,0.5734790624,0.0005,0.0315,0.0488,0.0247,-0.0018513634,0.0000416667,-0.0070921986,0.0410,0.0237,0.0018467448,0.0065611953,-0.016887,-0.017640
193911,12.20,0.6000,0.8700,0.5978447388,0.0005,0.0300,0.0485,0.0236,-0.0016977158,0.0000416667,0.0000000000,0.0162,0.0079,0.0012842376,0.0066251160,-0.040532,-0.051142
193912,12.49,0.6200,0.9000,0.5807053804,0.0004,0.0294,0.0492,0.0226,0.0025523781,0.0000333333,0.0000000000,0.0145,0.0078,0.0010730021,0.0060740339,0.028177,0.023143
194001,12.05,0.6233,0.9300,0.5993256726,0.0001,0.0288,0.0486,0.0229,0.0077742142,0.0000083333,-0.0071428571,-0.0017,0.0049,0.0014780456,0.0056097591,-0.035927,-0.036800
194002,12.13,0.6267,0.9600,0.5943769619,0.0002,0.0286,0.0483,0.0228,0.0048419506,0.0000166667,0.0071942446,0.0027,0.0021,0.0004895058,0.0054170362,0.013139,0.006917
194003,12.25,0.6300,0.9900,0.6479598753,0.0002,0.0284,0.0480,0.0215,0.0056806106,0.0000166667,0.0000000000,0.0177,0.0049,0.0007091118,0.0050460313,0.013561,0.010518
194004,12.19,0.6367,1.0067,0.6440746480,0.0002,0.0282,0.0474,0.0220,0.0058502773,0.0000166667,0.0000000000,-0.0035,-0.0092,0.0011922770,0.0028240977,-0.004478,-0.006231
194005,9.27,0.6433,1.0233,0.8225778696,0.0006,0.0293,0.0494,0.0246,0.0066123824,0.0000500000,0.0000000000,-0.0299,-0.0021,0.0186685676,0.0031368279,-0.231480,-0.239765
194006,9.98,0.6500,1.0400,0.7832213665,0.0010,0.0296,0.0511,0.0227,0.0063713238,0.0000833333,0.0071428571,0.0258,0.0121,0.0097970174,0.0035129471,0.083035,0.078208
194007,10.29,0.6567,1.0533,0.7578880609,0.0005,0.0288,0.0480,0.0224,0.0081110652,0.0000416667,-0.0070921986,0.0052,0.0021,0.0013236754,0.0033417040,0.033090,0.031914
194008,10.56,0.6633,1.0667,0.7417752948,0.0004,0.0285,0.0476,0.0223,0.0090882331,0.0000333333,0.0000000000,0.0028,0.0007,0.0035608428,0.0035358124,0.035421,0.026631
194009,10.66,0.6700,1.0800,0.7207478890,0.0005,0.0282,0.0466,0.0215,0.0096490580,0.0000416667,0.0000000000,0.0110,0.0092,0.0029438369,0.0044783699,0.014221,0.010096
194010,11.08,0.6700,1.0700,0.7101998366,0.0002,0.0279,0.0456,0.0214,0.0094166816,0.0000166667,0.0000000000,0.0031,0.0049,0.0014650609,0.0045675860,0.041468,0.040180
194011,10.61,0.6700,1.0600,0.7352149504,0.0002,0.0275,0.0448,0.0199,0.0101594684,0.0000166667,0.0000000000,0.0205,0.0063,0.0059142110,0.0040822286,-0.029431,-0.042997
194012,10.58,0.6700,1.0500,0.7290475101,0.0002,0.0271,0.0445,0.0194,0.0125908699,0.0000166667,0.0071428571,0.0067,-0.0023,0.0005078424,0.0042619728,0.002927,-0.002490
194101,10.07,0.6733,1.0533,0.7701603158,0.0002,0.0275,0.0438,0.0213,0.0108553351,0.0000166667,0.0000000000,-0.0201,0.0006,0.0018551123,0.0036273185,-0.045555,-0.046847
194102,9.92,0.6767,1.0567,0.7837992949,0.0004,0.0278,0.0442,0.0213,0.0107718470,0.0000333333,0.0000000000,0.0020,0.0006,0.0027518140,0.0020135897,-0.004729,-0.012570
194103,9.96,0.6800,1.0600,0.8042698827,0.0011,0.0280,0.0438,0.0206,0.0100623886,0.0000916667,0.0070921986,0.0096,-0.0022,0.0013646264,0.0018550226,0.008872,0.004173
194104,9.31,0.6833,1.0700,0.8542496105,0.0010,0.0282,0.0433,0.0196,0.0104838252,0.0000833333,0.0070422535,0.0129,0.0078,0.0017671007,0.0015840247,-0.062152,-0.063463
194105,9.35,0.6867,1.0800,0.8491783533,0.0011,0.0281,0.0432,0.0195,0.0099257150,0.0000916667,0.0069930070,0.0027,0.0049,0.0015744619,0.0023032693,0.013184,0.002140
194106,9.85,0.6900,1.0900,0.8015267176,0.0012,0.0277,0.0431,0.0191,0.0089694275,0.0001000000,0.0208333333,0.0066,0.0063,0.0011809091,0.0022238989,0.058851,0.052486
194107,10.39,0.6933,1.1233,0.7663638481,0.0012,0.0274,0.0428,0.0191,0.0090311688,0.0001000000,0.0000000000,0.0022,0.0063,0.0012129739,0.0023439170,0.057106,0.055619
194108,10.30,0.6967,1.1567,0.7745428863,0.0013,0.0274,0.0427,0.0190,0.0107262561,0.0001083333,0.0136054422,0.0018,0.0034,0.0005131798,0.0020067334,-0.001113,-0.009736
194109,10.20,0.7000,1.1900,0.7782684119,0.0010,0.0275,0.0430,0.0193,0.0102848989,0.0000833333,0.0134228188,-0.0012,0.0048,0.0009754417,0.0026685511,-0.007351,-0.011499
194110,9.50,0.7033,1.1800,0.8377185537,0.0009,0.0273,0.0428,0.0182,0.0116879204,0.0000750000,0.0132450331,0.0140,0.0034,0.0013100965,0.0016206960,-0.064602,-0.065955
194111,9.10,0.7067,1.1700,0.8608058608,0.0028,0.0272,0.0428,0.0186,0.0103649173,0.0002333333,0.0065359477,-0.0029,-0.0094,0.0012858981,0.0020676588,-0.024916,-0.042107
194112,8.69,0.7100,1.1600,0.8895097332,0.0033,0.0280,0.0438,0.0204,0.0103432797,0.0002750000,0.0064935065,-0.0177,0.0006,0.0066808135,0.0034469828,-0.038843,-0.046205
194201,8.81,0.7033,1.1200,0.9021113244,0.0027,0.0283,0.0429,0.0247,0.0089350993,0.0002250000,0.0129032258,0.0069,0.0006,0.0022049532,0.0027011593,0.022276,0.020639
194202,8.59,0.6967,1.0800,0.9260649278,0.0025,0.0285,0.0429,0.0247,0.0093496240,0.0002083333,0.0063694268,0.0011,-0.0008,0.0012608247,0.0028994323,-0.017647,-0.024642
194203,8.01,0.6900,1.0400,1.0348638601,0.0025,0.0286,0.0430,0.0244,0.0101195956,0.0002083333,0.0126582278,0.0092,0.0063,0.0031061137,0.0030109638,-0.064068,-0.069676
194204,7.66,0.6800,1.0200,1.0802307289,0.0032,0.0283,0.0426,0.0246,0.0110043649,0.0002666667,0.0062500000,-0.0029,0.0006,0.0024409752,0.0033975063,-0.037988,-0.040323
194205,8.15,0.6700,1.0000,1.0210150674,0.0037,0.0285,0.0427,0.0243,0.0105239671,0.0003083333,0.0124223602,0.0075,0.0020,0.0015923892,0.0037664529,0.070339,0.060119
194206,8.30,0.6600,0.9800,0.9967098897,0.0037,0.0285,0.0433,0.0244,0.0101968825,0.0003083333,0.0000000000,0.0003,0.0034,0.0012004676,0.0032658448,0.023544,0.016976
194207,8.56,0.6467,0.9667,0.9742716610,0.0038,0.0283,0.0430,0.0244,0.0084851237,0.0003166667,0.0061349693,0.0018,0.0020,0.0020886578,0.0014150598,0.036031,0.034314
194208,8.62,0.6333,0.9533,0.9686824038,0.0038,0.0281,0.0428,0.0244,0.0071514027,0.0003166667,0.0060975610,0.0038,0.0035,0.0006270321,0.0017870239,0.015346,0.007531
194209,8.85,0.6200,0.9400,0.9440014664,0.0038,0.0280,0.0426,0.0244,0.0062423414,0.0003166667,0.0000000000,0.0003,0.0020,0.0004725220,0.0028007712,0.032449,0.027671
194210,9.42,0.6100,0.9700,0.9074889868,0.0038,0.0280,0.0424,0.0244,0.0044255792,0.0003166667,0.0121212121,0.0024,0.0006,0.0012735961,0.0031066091,0.067867,0.066333
194211,9.29,0.6000,1.0000,0.8995633188,0.0038,0.0279,0.0425,0.0247,0.0050957123,0.0003166667,0.0059880240,-0.0035,0.0006,0.0009920566,0.0033449369,-0.004392,-0.016937
194212,9.77,0.5900,1.0300,0.8626465662,0.0038,0.0281,0.0428,0.0246,0.0018117793,0.0003166667,0.0059523810,0.0049,0.0049,0.0007913905,0.0051009425,0.057537,0.050449
194301,10.47,0.5900,1.0433,0.8213061159,0.0038,0.0279,0.0416,0.0245,0.0020877575,0.0003166667,0.0000000000,0.0033,0.0049,0.0007448683,0.0059953110,0.072434,0.071062
194302,11.00,0.5900,1.0567,0.7940790995,0.0038,0.0277,0.0408,0.0246,0.0025701351,0.0003166667,0.0000000000,-0.0005,0.0006,0.0008195966,0.0071307633,0.058503,0.052676
194303,11.58,0.5900,1.0700,0.7834809988,0.0038,0.0276,0.0401,0.0247,0.0018918773,0.0003166667,0.0177514793,0.0009,0.0020,0.0013687759,0.0073223493,0.059404,0.055182
194304,11.59,0.5900,1.0800,0.7897844700,0.0038,0.0276,0.0396,0.0246,0.0012512282,0.0003166667,0.0116279070,0.0048,0.0049,0.0024921939,0.0012927987,0.003588,0.002332
194305,12.11,0.5900,1.0900,0.7578977192,0.0038,0.0274,0.0391,0.0244,0.0009467684,0.0003166667,0.0057471264,0.0050,0.0048,0.0010895496,0.0018193850,0.052698,0.045651
194306,12.35,0.5900,1.1000,0.7462686567,0.0038,0.0272,0.0388,0.0244,0.0012012864,0.0003166667,0.0000000000,0.0018,0.0048,0.0010691580,0.0013497331,0.021689,0.017142
194307,11.68,0.5933,1.0933,0.7795992714,0.0038,0.0269,0.0381,0.0245,0.0178250652,0.0003166667,-0.0057142857,-0.0001,0.0019,0.0024333612,0.0013901420,-0.053092,-0.054238
194308,11.80,0.5967,1.0867,0.7831942615,0.0038,0.0269,0.0381,0.0245,0.0139557395,0.0003166667,-0.0057471264,0.0021,0.0019,0.0017066360,0.0012769185,0.016232,0.010751
194309,12.08,0.6000,1.0800,0.7636311733,0.0038,0.0269,0.0383,0.0246,0.0136950372,0.0003166667,0.0057803468,0.0011,0.0005,0.0006080398,0.0016281149,0.027498,0.023331
194310,11.92,0.6033,1.0333,0.7737363511,0.0038,0.0270,0.0382,0.0247,0.0168701886,0.0003166667,0.0000000000,0.0005,-0.0009,0.0007641571,0.0013963569,-0.011650,-0.012500
194311,11.02,0.6067,0.9867,0.8258084433,0.0038,0.0271,0.0383,0.0248,0.0190811725,0.0003166667,0.0000000000,0.0000,-0.0023,0.0020016000,0.0018240458,-0.067052,-0.077966
194312,11.67,0.6100,0.9400,0.7874015748,0.0038,0.0274,0.0382,0.0248,0.0144237254,0.0003166667,0.0000000000,0.0018,0.0049,0.0009885940,0.0019623979,0.070305,0.065211
194401,11.85,0.6133,0.9367,0.7787481805,0.0038,0.0272,0.0376,0.0248,0.0192548458,0.0003166667,0.0000000000,0.0021,0.0020,0.0006398349,0.0014962290,0.018622,0.017310
194402,11.82,0.6167,0.9333,0.7850330154,0.0038,0.0274,0.0372,0.0247,0.0194951161,0.0003166667,0.0000000000,0.0032,0.0034,0.0006426372,0.0018118196,0.006479,0.000238
194403,12.02,0.6200,0.9300,0.8138864880,0.0038,0.0274,0.0370,0.0247,0.0191472449,0.0003166667,0.0000000000,0.0021,0.0048,0.0006364084,0.0015918007,0.021313,0.017309
194404,11.87,0.6233,0.9267,0.8296013509,0.0038,0.0274,0.0368,0.0248,0.0200790959,0.0003166667,0.0057471264,0.0013,0.0034,0.0007641629,0.0021258580,-0.012427,-0.013433
194405,12.35,0.6267,0.9233,0.7944319460,0.0038,0.0273,0.0363,0.0247,0.0183989188,0.0003166667,0.0000000000,0.0028,0.0005,0.0004119055,0.0030803806,0.048841,0.040864
194406,12.98,0.6300,0.9200,0.7615581615,0.0038,0.0273,0.0359,0.0248,0.0182027816,0.0003166667,0.0057142857,0.0008,0.0020,0.0007175889,0.0027429124,0.054574,0.049768
194407,12.71,0.6333,0.9133,0.7733899117,0.0038,0.0272,0.0357,0.0247,0.0043241753,0.0003166667,0.0056818182,0.0036,0.0034,0.0009396738,0.0034641321,-0.019470,-0.020629
194408,12.82,0.6367,0.9067,0.7687597796,0.0038,0.0271,0.0355,0.0247,0.0080705163,0.0003166667,0.0000000000,0.0027,0.0034,0.0005599877,0.0030166343,0.014700,0.008208
194409,12.78,0.6400,0.9000,0.7723327182,0.0038,0.0272,0.0356,0.0247,0.0089636607,0.0003166667,0.0000000000,0.0014,0.0019,0.0011155149,0.0029150307,-0.000692,-0.003118
194410,12.78,0.6400,0.9100,0.7711731386,0.0038,0.0272,0.0355,0.0247,0.0065120039,0.0003166667,0.0000000000,0.0012,0.0019,0.0006752183,0.0030293988,0.002435,0.001045
194411,12.83,0.6400,0.9200,0.7669856784,0.0038,0.0272,0.0353,0.0247,0.0057850644,0.0003166667,0.0000000000,0.0024,0.0048,0.0004242975,0.0034482450,0.017327,0.005832
194412,13.28,0.6400,0.9300,0.7437635753,0.0038,0.0270,0.0349,0.0246,0.0190634288,0.0003166667,0.0056497175,0.0042,0.0149,0.0008722726,0.0035223172,0.044778,0.041034
194501,13.47,0.6433,0.9400,0.7353419666,0.0038,0.0269,0.0346,0.0240,0.0164548499,0.0003166667,0.0000000000,0.0127,0.0076,0.0009244634,0.0040992035,0.011901,0.010784
194502,14.30,0.6467,0.9500,0.7044887781,0.0038,0.0265,0.0341,0.0236,0.0148371010,0.0003166667,0.0000000000,0.0077,0.0046,0.0006548519,0.0036608550,0.069472,0.063578
194503,13.64,0.6500,0.9600,0.7678826431,0.0038,0.0262,0.0338,0.0236,0.0159635353,0.0003166667,0.0000000000,0.0021,0.0018,0.0018874417,0.0040766101,-0.041685,-0.044990
194504,14.84,0.6500,0.9733,0.7150628627,0.0038,0.0261,0.0336,0.0228,0.0150872233,0.0003166667,0.0000000000,0.0160,0.0018,0.0013982781,0.0033761763,0.090524,0.089465
194505,15.01,0.6500,0.9867,0.7029114676,0.0038,0.0262,0.0332,0.0226,0.0197746566,0.0003166667,0.0056179775,0.0056,-0.0011,0.0009209599,0.0042020594,0.020041,0.011624
194506,14.96,0.6500,1.0000,0.7188430455,0.0038,0.0261,0.0329,0.0217,0.0194675851,0.0003166667,0.0111731844,0.0169,0.0032,0.0008661648,0.0041469851,0.002380,0.000134
194507,14.66,0.6533,0.9967,0.7263015717,0.0038,0.0260,0.0326,0.0224,0.0204385143,0.0003166667,0.0000000000,-0.0086,-0.0011,0.0018141108,0.0037918956,-0.021539,-0.022479
194508,15.51,0.6567,0.9933,0.6787538011,0.0038,0.0261,0.0326,0.0223,0.0189460006,0.0003166667,0.0000000000,0.0026,0.0004,0.0020966469,0.0036289262,0.059852,0.054027
194509,16.16,0.6600,0.9900,0.6568208317,0.0038,0.0262,0.0324,0.0221,0.0176076383,0.0003166667,0.0000000000,0.0054,0.0032,0.0014385546,0.0036217464,0.046361,0.043999
194510,16.65,0.6600,0.9800,0.6339764202,0.0038,0.0262,0.0320,0.0216,0.0185820338,0.0003166667,0.0000000000,0.0104,0.0032,0.0009811839,0.0038478623,0.030815,0.029862
194511,17.19,0.6600,0.9700,0.6178836310,0.0038,0.0262,0.0315,0.0210,0.0189351698,0.0003166667,0.0000000000,0.0125,0.0032,0.0014482715,0.0037386804,0.044950,0.035612
194512,17.36,0.6600,0.9600,0.6132393344,0.0038,0.0261,0.0310,0.0199,0.0255261091,0.0003166667,0.0055248619,0.0194,0.0133,0.0015383170,0.0043280057,0.011133,0.008805
194601,18.57,0.6667,0.9400,0.5780036156,0.0038,0.0254,0.0301,0.0199,0.0279700590,0.0003166667,0.0000000000,0.0025,0.0128,0.0026451685,0.0040437412,0.069504,0.068515
194602,17.28,0.6733,0.9200,0.6223367878,0.0038,0.0248,0.0295,0.0198,0.0310914583,0.0003166667,-0.0054945055,0.0032,0.0034,0.0059424130,0.0036712804,-0.065171,-0.069785
194603,18.08,0.6800,0.9000,0.6148526759,0.0038,0.0247,0.0294,0.0198,0.0311882452,0.0003166667,0.0110497238,0.0010,0.0034,0.0014965734,0.0036328539,0.049118,0.046147
194604,18.76,0.6800,0.8800,0.5934129709,0.0038,0.0246,0.0296,0.0207,0.0313066202,0.0003166667,0.0054644809,-0.0135,-0.0043,0.0010777341,0.0035045733,0.035748,0.034707
194605,19.18,0.6800,0.8600,0.5780101752,0.0038,0.0251,0.0302,0.0209,0.0319998835,0.0003166667,0.0054347826,-0.0012,0.0019,0.0012724951,0.0031524535,0.028785,0.023202
194606,18.43,0.6800,0.8400,0.5967318354,0.0038,0.0249,0.0303,0.0206,0.0335921635,0.0003166667,0.0108108108,0.0070,0.0019,0.0014817412,0.0030619250,-0.035289,-0.037521
194607,17.96,0.6833,0.8567,0.6087517365,0.0038,0.0248,0.0303,0.0209,0.0391750536,0.0003166667,0.0588235294,-0.0040,-0.0012,0.0017038857,0.0026143444,-0.027350,-0.028429
194608,16.65,0.6867,0.8733,0.6485543633,0.0038,0.0251,0.0303,0.0217,0.0432680050,0.0003166667,0.0202020202,-0.0111,-0.0088,0.0019801137,0.0026899157,-0.068855,-0.073365
194609,14.96,0.6900,0.8900,0.7116343812,0.0038,0.0258,0.0310,0.0219,0.0491122211,0.0003166667,0.0099009901,-0.0009,-0.0026,0.0160250152,0.0026064326,-0.104113,-0.106619
194610,14.84,0.6967,0.9467,0.7253916642,0.0038,0.0260,0.0315,0.0216,0.0485971144,0.0003166667,0.0196078431,0.0074,0.0020,0.0061160954,0.0023753839,-0.005636,-0.006817
194611,14.67,0.7033,1.0033,0.7226999647,0.0038,0.0259,0.0317,0.0220,0.0480714491,0.0003166667,0.0240384615,-0.0054,-0.0025,0.0039143490,0.0020257111,-0.003801,-0.011741
194612,15.30,0.7100,1.0600,0.6924379233,0.0038,0.0261,0.0317,0.0212,0.0360761189,0.0003166667,0.0093896714,0.0145,0.0113,0.0027155077,0.0017810408,0.046818,0.041973
194701,15.66,0.7133,1.1300,0.6800044336,0.0038,0.0257,0.0313,0.0214,0.0315387290,0.0003166667,0.0000000000,-0.0006,0.0005,0.0021117215,0.0013295838,0.022013,0.020953
194702,15.43,0.7167,1.2000,0.6858580212,0.0038,0.0255,0.0312,0.0214,0.0301031127,0.0003166667,0.0000000000,0.0021,0.0005,0.0013641434,0.0011594220,-0.008307,-0.015166
194703,15.17,0.7200,1.2700,0.7415349887,0.0038,0.0255,0.0315,0.0213,0.0310198527,0.0003166667,0.0186046512,0.0020,0.0067,0.0024112826,0.0008036463,-0.015008,-0.017731
194704,14.58,0.7333,1.3267,0.7700421941,0.0038,0.0253,0.0316,0.0217,0.0313465600,0.0003166667,0.0000000000,-0.0037,0.0020,0.0023073615,0.0027754180,-0.039560,-0.040772
194705,14.45,0.7467,1.3833,0.7763663220,0.0038,0.0253,0.0317,0.0216,0.0258944974,0.0003166667,0.0000000000,0.0033,0.0020,0.0025450853,0.0032286132,-0.000990,-0.010470
194706,15.21,0.7600,1.4400,0.7411167513,0.0038,0.0255,0.0321,0.0216,0.0264720192,0.0003166667,0.0045662100,0.0010,0.0004,0.0019587785,0.0038172362,0.053991,0.050908
194707,15.76,0.7700,1.4767,0.7173272191,0.0066,0.0255,0.0318,0.0214,0.0206403662,0.0005500000,0.0090909091,0.0063,0.0020,0.0019774476,0.0032049433,0.039572,0.038369
194708,15.32,0.7800,1.5133,0.7346938776,0.0075,0.0256,0.0317,0.0210,0.0231770732,0.0006250000,0.0135135135,0.0081,-0.0071,0.0008243998,0.0035721715,-0.023076,-0.029148
194709,15.11,0.7900,1.5500,0.7403233985,0.0080,0.0261,0.0323,0.0213,0.0240585047,0.0006666667,0.0222222222,-0.0044,-0.0131,0.0013854969,0.0043268967,-0.009928,-0.013690
194710,15.43,0.8067,1.5700,0.7227325230,0.0085,0.0270,0.0335,0.0217,0.0230190057,0.0007083333,0.0000000000,-0.0037,-0.0099,0.0008695376,0.0043136224,0.020578,0.019353
194711,14.99,0.8233,1.5900,0.7319926466,0.0092,0.0277,0.0344,0.0229,0.0259089687,0.0007666667,0.0043478261,-0.0174,-0.0098,0.0004759608,0.0044945060,-0.017633,-0.029555
194712,15.30,0.8400,1.6100,0.7253256790,0.0095,0.0286,0.0352,0.0243,0.0259218591,0.0007916667,0.0129870130,-0.0192,0.0024,0.0011073046,0.0047609245,0.030784,0.025273
194801,14.69,0.8433,1.6433,0.7518883040,0.0097,0.0286,0.0352,0.0243,0.0277654531,0.0008083333,0.0128205128,0.0020,0.0024,0.0010488640,0.0043871624,-0.037743,-0.038905
194802,14.00,0.8467,1.6767,0.7877697842,0.0100,0.0285,0.0353,0.0241,0.0291347570,0.0008333333,-0.0084388186,0.0046,0.0039,0.0017556377,0.0049033646,-0.040232,-0.047782
194803,15.08,0.8500,1.7100,0.8414221219,0.0100,0.0283,0.0353,0.0241,0.0271875666,0.0008333333,-0.0042553191,0.0034,0.0115,0.0020820213,0.0058085148,0.081440,0.077022
194804,15.48,0.8500,1.7600,0.8259930198,0.0100,0.0278,0.0347,0.0239,0.0274537933,0.0008333333,0.0170940171,0.0045,0.0038,0.0005519692,0.0041501792,0.030821,0.028537
194805,16.69,0.8500,1.8100,0.7816923561,0.0100,0.0276,0.0338,0.0231,0.0255777689,0.0008333333,0.0042016807,0.0141,0.0008,0.0014527575,0.0044591399,0.084014,0.077523
194806,16.74,0.8500,1.8600,0.7869735036,0.0100,0.0276,0.0334,0.0238,0.0238934945,0.0008333333,0.0083682008,-0.0084,-0.0083,0.0009070567,0.0031442365,0.007665,0.003687
194807,15.85,0.8567,1.9300,0.8222577621,0.0100,0.0281,0.0337,0.0241,0.0221791562,0.0008333333,0.0124481328,-0.0021,-0.0052,0.0027669911,0.0029631757,-0.052296,-0.053144
194808,15.97,0.8633,2.0000,0.8205382202,0.0106,0.0284,0.0344,0.0242,0.0192259232,0.0008833333,0.0040983607,0.0001,0.0055,0.0011851393,0.0028878628,0.015539,0.008123
194809,15.49,0.8700,2.0700,0.8362310712,0.0109,0.0284,0.0345,0.0242,0.0191275603,0.0009083333,0.0000000000,0.0014,0.0024,0.0023955016,0.0030531024,-0.027016,-0.031159
194810,16.54,0.8900,2.1433,0.7919056724,0.0112,0.0284,0.0350,0.0243,0.0181333824,0.0009333333,-0.0040816327,0.0007,0.0024,0.0008275633,0.0021893158,0.070041,0.067023
194811,14.75,0.9100,2.2167,0.8709112150,0.0114,0.0284,0.0353,0.0239,0.0177905949,0.0009500000,-0.0081967213,0.0076,0.0085,0.0061589031,0.0023768242,-0.098332,-0.109939
194812,15.20,0.9300,2.2900,0.8409475465,0.0116,0.0279,0.0353,0.0237,0.0150137799,0.0009666667,-0.0041322314,0.0056,0.0131,0.0009674050,0.0016330103,0.035952,0.029719
194901,15.22,0.9467,2.3200,0.8324028584,0.0117,0.0271,0.0346,0.0233,0.0132972215,0.0009750000,-0.0041493776,0.0082,0.0038,0.0013129862,0.0017767354,0.002676,0.001377
194902,14.62,0.9633,2.3500,0.8615509072,0.0117,0.0271,0.0345,0.0231,0.0172178185,0.0009750000,-0.0083333333,0.0049,0.0038,0.0014096786,0.0021699988,-0.031639,-0.041472
194903,15.06,0.9800,2.3800,0.9017504235,0.0117,0.0270,0.0347,0.0227,0.0146578247,0.0009750000,0.0000000000,0.0074,0.0007,0.0011208941,0.0027170669,0.033981,0.029349
194904,14.74,0.9933,2.3867,0.9174997127,0.0117,0.0270,0.0345,0.0227,0.0152880872,0.0009750000,0.0042016807,0.0011,0.0023,0.0004992706,0.0036580641,-0.018691,-0.021717
194905,14.19,1.0067,2.3933,0.9485626039,0.0117,0.0271,0.0345,0.0227,0.0169005052,0.0009750000,-0.0041841004,0.0019,0.0038,0.0010076601,0.0034218573,-0.029423,-0.037792
194906,14.16,1.0200,2.4000,0.9538884243,0.0117,0.0271,0.0347,0.0217,0.0168121068,0.0009750000,0.0042016807,0.0167,0.0084,0.0016978117,0.0040919143,0.001744,-0.003269
194907,15.04,1.0267,2.3967,0.9077989995,0.0102,0.0267,0.0346,0.0216,0.0195109774,0.0008500000,-0.0083682008,0.0033,0.0099,0.0006408809,0.0036228094,0.062732,0.061657
194908,15.22,1.0333,2.3933,0.8938766372,0.0104,0.0262,0.0340,0.0210,0.0194408046,0.0008666667,0.0042194093,0.0111,0.0037,0.0010735364,0.0037216875,0.021800,0.011738
194909,15.58,1.0400,2.3900,0.8750205468,0.0107,0.0260,0.0337,0.0212,0.0233429600,0.0008916667,0.0042016807,-0.0011,0.0021,0.0015475937,0.0026298133,0.027415,0.024293
194910,16.04,1.0733,2.3667,0.8425662129,0.0105,0.0261,0.0336,0.0212,0.0222321640,0.0008750000,-0.0083682008,0.0019,0.0067,0.0006135020,0.0029968918,0.029780,0.028437
194911,16.06,1.1067,2.3433,0.8337248760,0.0108,0.0260,0.0335,0.0212,0.0236425389,0.0009000000,0.0042194093,0.0021,0.0021,0.0009088615,0.0040043923,0.020738,0.000482
194912,16.76,1.1400,2.3200,0.7964292839,0.0110,0.0258,0.0331,0.0209,0.0271750356,0.0009166667,-0.0084033613,0.0052,-0.0145,0.0004732395,0.0042520180,0.050984,0.046034
195001,17.05,1.1500,2.3367,0.7914168195,0.0107,0.0257,0.0324,0.0215,0.0271016087,0.0008916667,-0.0042372881,-0.0061,0.0037,0.0009891530,0.0044582231,0.019703,0.018245
195002,17.22,1.1600,2.3533,0.7849980338,0.0112,0.0258,0.0324,0.0214,0.0254912228,0.0009333333,0.0000000000,0.0021,0.0007,0.0004260143,0.0042464942,0.019603,0.009975
195003,17.29,1.1700,2.3700,0.8255277845,0.0112,0.0258,0.0324,0.0215,0.0292906452,0.0009333333,0.0042553191,0.0008,0.0022,0.0006243025,0.0045526400,0.008185,0.003542
